keys,en,es,zh_CN,ru,pt_BR,de,ja,fr,pl,ko,_notes
TXT_HIVESPINALOCCULUM,"Increased Wasp Count x1, Increased Health
","Número de avispas +1; más salud","黄蜂数量 +1，生命值提升","Число ос +1; здоровье увеличено","Número de vespas +1; mais vida","Wespenanzahl +1; mehr Leben","蜂の数 +1、体力アップ","Nombre de guêpes +1 ; santé accrue","Liczba os +1; większe zdrowie","말벌 수 +1, 체력이 증가합니다",res://_Assets/Text/TextFiles/Synergies/HiveSpinalOcculum.txt
TXT_HIVEWYRM,"Hive Wasps now spit blood forward on attack
","Las avispas de la colmena ahora escupen sangre hacia delante al atacar","蜂巢黄蜂攻击时会向前喷吐鲜血","Осы улья теперь плюются кровью вперёд при атаке","As vespas da colmeia agora cospem sangue para a frente ao atacar","Nest-Wespen spucken beim Angriff jetzt Blut nach vorn","ハイブの蜂は攻撃時に前方へ血を吐くようになる","Les guêpes de la ruche crachent désormais du sang vers l'avant","Osy ula plują teraz krwią do przodu podczas ataku","하이브의 말벌이 공격할 때 앞으로 피를 내뿜습니다",res://_Assets/Text/TextFiles/Synergies/HiveWyrm.txt
TXT_MAWBASE,"Devours zombies whole
","Devora zombis enteros","整只吞下僵尸","Пожирает зомби целиком","Devora zumbis inteiros","Verschlingt Zombies im Ganzen","ゾンビを丸呑みにする","Dévore les zombies tout entiers","Pożera zombie w całości","좀비를 통째로 삼킵니다",res://_Assets/Text/TextFiles/Synergies/MawBase.txt
TXT_MAWCRAWLER,"Maw produces slowing area of effect web ball when it finishes digesting
","Las Fauces sueltan una bola de telaraña ralentizante al terminar de digerir","巨口消化完毕后会吐出减速蛛网球","Пасть после переваривания выпускает замедляющий шар паутины","A Goela solta uma bola de teia que retarda ao terminar a digestão","Der Schlund erzeugt nach dem Verdauen eine verlangsamende Netzkugel","マウは消化を終えると減速効果の巣玉を吐き出す","La Gueule crache une boule de toile ralentissante après digestion","Paszcza po strawieniu wypluwa spowalniającą kulę pajęczyny","마우가 소화를 마치면 감속 거미줄 구체를 내놓습니다",res://_Assets/Text/TextFiles/Synergies/MawCrawler.txt
TXT_MAWHIVE,"Increased range
","Mayor alcance","射程提升","Дальность увеличена","Alcance aumentado","Erhöhte Reichweite","射程アップ","Portée augmentée","Zwiększony zasięg","사거리가 증가합니다",res://_Assets/Text/TextFiles/Synergies/MawHive.txt
TXT_MAWOCCULUM,"Maw produces blood on zombie digest.
","Las Fauces producen sangre al digerir zombis.","巨口消化僵尸时产出鲜血。","Пасть производит кровь, переваривая зомби.","A Goela produz sangue ao digerir zumbis.","Der Schlund erzeugt beim Verdauen von Zombies Blut.","マウはゾンビを消化すると血を生み出す。","La Gueule produit du sang en digérant les zombies.","Paszcza wytwarza krew trawiąc zombie.","마우가 좀비를 소화하면 피를 생성합니다.",res://_Assets/Text/TextFiles/Synergies/MawOcculum.txt
TXT_MAWSPINALOCCULUM,"Increased health, kills now heal
Can kill lower health enemies faster
","Más salud; las bajas ahora curan
Mata más rápido a los enemigos con poca vida","生命值提升，击杀可回复生命
更快解决低血量敌人","Здоровье увеличено; убийства теперь исцеляют
Быстрее расправляется с ослабленными врагами","Mais vida; abates agora curam
Mata inimigos com pouca vida mais rápido","Mehr Leben; Kills heilen jetzt
Tötet geschwächte Gegner schneller","体力アップ、撃破時に回復
体力の低い敵をより速く倒せる","Santé accrue ; les mises à mort soignent désormais
Tue plus vite les ennemis affaiblis","Większe zdrowie; zabójstwa teraz leczą
Szybciej zabija osłabionych wrogów","체력이 증가하고, 처치 시 회복합니다
체력이 낮은 적을 더 빨리 처치합니다",res://_Assets/Text/TextFiles/Synergies/MawSpinalOcculum.txt
TXT_MAWWYRM,"Maws digest faster
","Las Fauces digieren más rápido","巨口消化速度提升","Пасть переваривает быстрее","A Goela digere mais rápido","Der Schlund verdaut schneller","マウの消化が速くなる","La Gueule digère plus vite","Paszcza trawi szybciej","마우의 소화가 빨라집니다",res://_Assets/Text/TextFiles/Synergies/MawWyrm.txt
TXT_OCCULUMBASE,"Generates Blood
","Genera sangre","生成鲜血","Производит кровь","Gera sangue","Erzeugt Blut","血を生成する","Génère du sang","Wytwarza krew","피를 생성합니다",res://_Assets/Text/TextFiles/Synergies/OcculumBase.txt
TXT_OCCULUMCRAWLER,"Blood becomes an auto-targeting projectile on pickup, damaging & slowing the highest health enemy in range.
Produces Blood faster.
","Al recogerla, la sangre se convierte en un proyectil autoguiado que daña y ralentiza al enemigo con más vida a su alcance.
Produce sangre más rápido.","拾取鲜血时会化作自动瞄准的弹体，伤害并减速射程内生命值最高的敌人。
产血速度提升。","Подобранная кровь превращается в самонаводящийся снаряд, который ранит и замедляет самого живучего врага в радиусе.
Производит кровь быстрее.","Ao ser coletado, o sangue vira um projétil teleguiado que fere e retarda o inimigo com mais vida no alcance.
Produz sangue mais rápido.","Aufgesammeltes Blut wird zu einem zielsuchenden Geschoss das den Gegner mit dem meisten Leben in Reichweite verletzt und verlangsamt.
Erzeugt Blut schneller.","回収した血が自動追尾弾となり、射程内で最も体力の高い敵にダメージと減速を与える。
血の生成が速くなる。","Une fois ramassé, le sang devient un projectile autoguidé qui blesse et ralentit l'ennemi le plus résistant à portée.
Produit du sang plus vite.","Zebrana krew staje się samonaprowadzającym pociskiem, który rani i spowalnia najżywotniejszego wroga w zasięgu.
Wytwarza krew szybciej.","피를 획득하면 자동 조준 투사체가 되어 사거리 내 체력이 가장 높은 적에게 피해와 감속을 줍니다.
피 생성이 빨라집니다.",res://_Assets/Text/TextFiles/Synergies/OcculumCrawler.txt
TXT_OCCULUMHIVE,"Occulum produces Blood at a faster rate.
Blood burst heals nearby Demons on pickup.
","El Occulum produce sangre más deprisa.
Al recogerla, el estallido de sangre cura a los demonios cercanos.","奥库伦产血速度提升。
拾取鲜血时的爆发可治疗附近的恶魔。","Оккулум производит кровь быстрее.
Подбор крови исцеляет ближайших демонов.","O Occulum produz sangue mais rápido.
Ao coletar, a explosão de sangue cura os demônios próximos.","Das Occulum erzeugt Blut schneller.
Aufgesammeltes Blut heilt nahe Dämonen.","オキュラムの血の生成が速くなる。
血を回収すると周囲の悪魔が回復する。","L'Occulum produit du sang plus vite.
Le sang ramassé soigne les démons proches.","Occulum wytwarza krew szybciej.
Zebrana krew leczy pobliskie demony.","오큘럼의 피 생성이 빨라집니다.
피를 획득하면 주변 악마가 회복됩니다.",res://_Assets/Text/TextFiles/Synergies/OcculumHive.txt
TXT_OCCULUMMAW,"Occulum produces higher value blood, and can eat enemies periodically, instantly killing them and generating blood.
Increased health.
","El Occulum produce sangre de mayor valor y puede devorar enemigos periódicamente, matándolos al instante y generando sangre.
Más salud.","奥库伦产出更高价值的鲜血，并能定期吞食敌人，将其秒杀并产出鲜血。
生命值提升。","Оккулум производит более ценную кровь и периодически пожирает врагов, мгновенно убивая их и вырабатывая кровь.
Здоровье увеличено.","O Occulum produz sangue mais valioso e pode devorar inimigos periodicamente, matando-os na hora e gerando sangue.
Mais vida.","Das Occulum erzeugt wertvolleres Blut und kann regelmäßig Gegner fressen; diese sterben sofort und geben Blut.
Mehr Leben.","オキュラムはより価値の高い血を生成し、定期的に敵を喰らって即死させ、血を生み出す。
体力アップ。","L'Occulum produit du sang plus précieux et peut dévorer périodiquement des ennemis, les tuant sur le coup en générant du sang.
Santé accrue.","Occulum wytwarza cenniejszą krew i może okresowo pożerać wrogów, zabijając ich natychmiast i generując krew.
Większe zdrowie.","오큘럼이 더 가치 높은 피를 생성하며, 주기적으로 적을 삼켜 즉사시키고 피를 만들어냅니다.
체력이 증가합니다.",res://_Assets/Text/TextFiles/Synergies/OcculumMaw.txt
TXT_OCCULUMSPINALOCCULUM,"Emits a continuous healing over time area of effect.
Produces Blood faster.
","Emite un área de curación continua.
Produce sangre más rápido.","持续散发范围治疗效果。
产血速度提升。","Излучает постоянную исцеляющую ауру.
Производит кровь быстрее.","Emite uma área de cura contínua.
Produz sangue mais rápido.","Strahlt eine dauerhafte Heilaura aus.
Erzeugt Blut schneller.","継続回復の効果範囲を放つ。
血の生成が速くなる。","Émet une aura de soin continue.
Produit du sang plus vite.","Emituje ciągłą leczącą aurę.
Wytwarza krew szybciej.","지속 회복 오라를 내뿜습니다.
피 생성이 빨라집니다.",res://_Assets/Text/TextFiles/Synergies/OcculumSpinalOcculum.txt
TXT_OCCULUMWYRM,"Blood emits lane damaging effect on pickup.
Produces higher value blood slower.
","Al recogerla, la sangre daña todo el carril.
Produce sangre de mayor valor, pero más despacio.","拾取鲜血时对整条路线造成伤害。
产出更高价值的鲜血，但速度更慢。","Подобранная кровь бьёт по всей дорожке.
Производит более ценную кровь, но медленнее.","Ao coletar, o sangue causa dano na pista inteira.
Produz sangue mais valioso, porém mais devagar.","Aufgesammeltes Blut schädigt die ganze Bahn.
Erzeugt wertvolleres Blut, aber langsamer.","血を回収するとレーン全体にダメージ効果が走る。
より価値の高い血をゆっくり生成する。","Le sang ramassé inflige des dégâts sur toute la voie.
Produit du sang plus précieux, mais plus lentement.","Zebrana krew zadaje obrażenia w całej alei.
Wytwarza cenniejszą krew, ale wolniej.","피를 획득하면 길 전체에 피해 효과가 발생합니다.
더 가치 높은 피를 더 느리게 생성합니다.",res://_Assets/Text/TextFiles/Synergies/OcculumWyrm.txt
TXT_SPINALOCCULUMBASE,"Blocks Zombies
","Bloquea zombis","阻挡僵尸","Блокирует зомби","Bloqueia zumbis","Blockiert Zombies","ゾンビを阻止する","Bloque les zombies","Blokuje zombie","좀비를 막아섭니다",res://_Assets/Text/TextFiles/Synergies/SpinalOcculumBase.txt
TXT_SPINALOCCULUMCRAWLER,"Generates webs on the ground in front of it, slowing zombies
","Genera telarañas en el suelo frente a él que ralentizan a los zombis","在身前地面生成蛛网，减缓僵尸速度","Плетёт паутину на земле перед собой, замедляя зомби","Gera teias no chão à sua frente que retardam os zumbis","Erzeugt Netze auf dem Boden vor sich die Zombies verlangsamen","前方の地面に巣を張り、ゾンビを減速させる","Tisse des toiles au sol devant lui, ralentissant les zombies","Tworzy pajęczyny na ziemi przed sobą, spowalniając zombie","앞쪽 바닥에 거미줄을 깔아 좀비를 느리게 만듭니다",res://_Assets/Text/TextFiles/Synergies/SpinalOcculumCrawler.txt
TXT_SPINALOCCULUMHIVE,"Spinal-Occulum gains silencing field in front of it.
","El Occulum Espinal gana un campo de silencio frente a él.","脊柱奥库伦获得身前的沉默力场。","Спинальный Оккулум создаёт перед собой поле безмолвия.","O Occulum Espinhal ganha um campo de silêncio à sua frente.","Das Stachel-Occulum erhält ein Stillefeld vor sich.","スパイナル・オキュラムは前方に沈黙のフィールドを得る。","L'Occulum Spinal gagne un champ de silence devant lui.","Occulum Kręgowy zyskuje pole uciszenia przed sobą.","스파이널 오큘럼이 전방에 침묵 역장을 얻습니다.",res://_Assets/Text/TextFiles/Synergies/SpinalOcculumHive.txt
TXT_SPINALOCCULUMMAW,"Increases nearby demon damage & Nearby zombie deaths heal
Increased Health
","Aumenta el daño de los demonios cercanos; las muertes de zombis cercanos curan
Más salud","提升附近恶魔的伤害；附近僵尸死亡时回复生命
生命值提升","Усиливает урон ближайших демонов; смерть зомби поблизости исцеляет
Здоровье увеличено","Aumenta o dano dos demônios próximos; mortes de zumbis próximos curam
Mais vida","Erhöht den Schaden naher Dämonen; Zombietode in der Nähe heilen
Mehr Leben","周囲の悪魔の攻撃力を上げ、近くでゾンビが死ぬと回復する
体力アップ","Augmente les dégâts des démons proches ; les morts de zombies alentour soignent
Santé accrue","Zwiększa obrażenia pobliskich demonów; śmierć zombie w pobliżu leczy
Większe zdrowie","주변 악마의 공격력을 올리고, 근처에서 좀비가 죽으면 회복합니다
체력이 증가합니다",res://_Assets/Text/TextFiles/Synergies/SpinalOcculumMaw.txt
TXT_SPINALOCCULUMOCCULUM,"Spinal Occulum shields Occulum in front of it and produces blood when attacked.
Increased health.
","El Occulum Espinal protege al Occulum que tiene delante y produce sangre al ser atacado.
Más salud.","脊柱奥库伦为身前的奥库伦提供护盾，受击时产出鲜血。
生命值提升。","Спинальный Оккулум прикрывает Оккулум перед собой и производит кровь, когда его атакуют.
Здоровье увеличено.","O Occulum Espinhal protege o Occulum à sua frente e produz sangue ao ser atacado.
Mais vida.","Das Stachel-Occulum schirmt das Occulum vor sich ab und erzeugt Blut wenn es angegriffen wird.
Mehr Leben.","スパイナル・オキュラムは前方のオキュラムを守り、攻撃を受けると血を生み出す。
体力アップ。","L'Occulum Spinal protège l'Occulum devant lui et produit du sang lorsqu'il est attaqué.
Santé accrue.","Occulum Kręgowy osłania Occulum przed sobą i wytwarza krew, gdy jest atakowany.
Większe zdrowie.","스파이널 오큘럼이 앞의 오큘럼을 보호하며, 공격받을 때 피를 생성합니다.
체력이 증가합니다.",res://_Assets/Text/TextFiles/Synergies/SpinalOcculumOcculum.txt
TXT_SPINALOCCULUMWYRM,"Spinal-Occulum continously spawns small blood swords from the ground in front of it, dealing damage.
","El Occulum Espinal hace brotar sin cesar pequeñas espadas de sangre del suelo frente a él, causando daño.","脊柱奥库伦不断从身前地面召唤出小型血剑，造成伤害。","Спинальный Оккулум непрерывно вызывает из земли перед собой малые кровавые клинки, наносящие урон.","O Occulum Espinhal faz brotar continuamente pequenas espadas de sangue do chão à sua frente, causando dano.","Das Stachel-Occulum lässt vor sich fortlaufend kleine Blutklingen aus dem Boden fahren die Schaden verursachen.","スパイナル・オキュラムは前方の地面から小さな血の剣を絶え間なく出現させ、ダメージを与える。","L'Occulum Spinal fait jaillir sans cesse de petites épées de sang du sol devant lui, infligeant des dégâts.","Occulum Kręgowy nieustannie wyłania z ziemi przed sobą małe krwawe ostrza zadające obrażenia.","스파이널 오큘럼이 전방 바닥에서 작은 피의 검을 끊임없이 솟아나게 해 피해를 줍니다.",res://_Assets/Text/TextFiles/Synergies/SpinalOcculumWyrm.txt
TXT_WYRMBASE,"Shoots Piercing Blood
","Dispara sangre perforante","喷射穿透血弹","Стреляет пробивающей кровью","Dispara sangue perfurante","Verschießt durchdringendes Blut","貫通する血を発射する","Tire du sang perforant","Strzela przebijającą krwią","관통하는 피를 발사합니다",res://_Assets/Text/TextFiles/Synergies/WyrmBase.txt
TXT_WYRMCRAWLER,"Slows all enemies hit with blood
","Ralentiza a todos los enemigos alcanzados por la sangre","被血弹命中的所有敌人减速","Замедляет всех врагов, задетых кровью","Retarda todos os inimigos atingidos pelo sangue","Verlangsamt alle vom Blut getroffenen Gegner","血が命中したすべての敵を減速させる","Ralentit tous les ennemis touchés par le sang","Spowalnia wszystkich wrogów trafionych krwią","피에 맞은 모든 적을 느리게 만듭니다",res://_Assets/Text/TextFiles/Synergies/WyrmCrawler.txt
TXT_WYRMHIVE,"Increased range
","Mayor alcance","射程提升","Дальность увеличена","Alcance aumentado","Erhöhte Reichweite","射程アップ","Portée augmentée","Zwiększony zasięg","사거리가 증가합니다",res://_Assets/Text/TextFiles/Synergies/WyrmHive.txt
TXT_WYRMMAW,"Close up kills heal
Increased health, slightly increased damage
Upgraded :
	-Increased damage the closer enemies are
","Las bajas a corta distancia curan
Más salud y algo más de daño
Mejorado :
	-Más daño cuanto más cerca estén los enemigos","近距离击杀可回复生命
生命值提升，伤害小幅提升
升级：
	-敌人越近，伤害越高","Убийства вблизи исцеляют
Здоровье увеличено, урон немного повышен
Улучшено :
	-Чем ближе враги, тем выше урон","Abates de perto curam
Mais vida e dano levemente maior
Aprimorado :
	-Mais dano quanto mais perto os inimigos estiverem","Nahkills heilen
Mehr Leben, etwas mehr Schaden
Verbessert :
	-Mehr Schaden je näher die Gegner sind","近距離での撃破時に回復
体力アップ、攻撃力もわずかにアップ
強化：
	-敵が近いほどダメージ増加","Les mises à mort au corps à corps soignent
Santé accrue, dégâts légèrement augmentés
Amélioré :
	-Dégâts accrus selon la proximité des ennemis","Zabójstwa z bliska leczą
Większe zdrowie, nieco większe obrażenia
Ulepszone :
	-Tym większe obrażenia, im bliżej są wrogowie","근접 처치 시 회복합니다
체력이 증가하고 피해량이 약간 오릅니다
강화 :
	-적이 가까울수록 피해량 증가",res://_Assets/Text/TextFiles/Synergies/WyrmMaw.txt
TXT_WYRMOCCULUM,"Generates blood on multihit
Increased fire speed
","Genera sangre al golpear a varios enemigos
Mayor cadencia de disparo","一次命中多个敌人时生成鲜血
射速提升","Производит кровь при попадании по нескольким целям
Скорострельность повышена","Gera sangue ao atingir vários inimigos
Cadência de tiro maior","Erzeugt Blut bei Mehrfachtreffern
Höhere Feuerrate","複数ヒットで血を生成
発射速度アップ","Génère du sang en cas de tir multiple
Cadence de tir accrue","Wytwarza krew przy trafieniu wielu celów
Zwiększona szybkostrzelność","다중 적중 시 피를 생성합니다
발사 속도가 증가합니다",res://_Assets/Text/TextFiles/Synergies/WyrmOcculum.txt
TXT_WYRMSPINALOCCULUM,"Increased Damage When Being Attacked
Increased Health
","Más daño mientras recibe ataques
Más salud","受到攻击时伤害提升
生命值提升","Урон повышается, пока его атакуют
Здоровье увеличено","Mais dano enquanto é atacado
Mais vida","Mehr Schaden während es angegriffen wird
Mehr Leben","攻撃を受けている間、攻撃力アップ
体力アップ","Dégâts accrus lorsqu'il est attaqué
Santé accrue","Większe obrażenia, gdy jest atakowany
Większe zdrowie","공격받는 동안 피해량이 증가합니다
체력이 증가합니다",res://_Assets/Text/TextFiles/Synergies/WyrmSpinalOcculum.txt
